period,respondent,respondent-name,type,type-name,value,value-units
2023-02-28T16,CISO,California Independent System Operator,D,Demand,25450,megawatthours
2023-02-28T17,CISO,California Independent System Operator,D,Demand,26285,megawatthours
2023-02-28T18,CISO,California Independent System Operator,D,Demand,26228,megawatthours
2023-02-28T19,CISO,California Independent System Operator,D,Demand,25488,megawatthours
2023-02-28T20,CISO,California Independent System Operator,D,Demand,25000,megawatthours
2023-02-28T21,CISO,California Independent System Operator,D,Demand,24519,megawatthours
2023-02-28T22,CISO,California Independent System Operator,D,Demand,23562,megawatthours
2023-02-28T23,CISO,California Independent System Operator,D,Demand,23349,megawatthours
2023-03-01T00,CISO,California Independent System Operator,D,Demand,23425,megawatthours
2023-03-01T01,CISO,California Independent System Operator,D,Demand,23891,megawatthours
2023-03-01T02,CISO,California Independent System Operator,D,Demand,25279,megawatthours
2023-03-01T03,CISO,California Independent System Operator,D,Demand,27221,megawatthours
2023-03-01T04,CISO,California Independent System Operator,D,Demand,28559,megawatthours
2023-03-01T05,CISO,California Independent System Operator,D,Demand,28271,megawatthours
2023-03-01T06,CISO,California Independent System Operator,D,Demand,27569,megawatthours
2023-03-01T07,CISO,California Independent System Operator,D,Demand,26551,megawatthours
2023-03-01T08,CISO,California Independent System Operator,D,Demand,24973,megawatthours
2023-03-01T09,CISO,California Independent System Operator,D,Demand,23632,megawatthours
2023-03-01T10,CISO,California Independent System Operator,D,Demand,22699,megawatthours
2023-03-01T11,CISO,California Independent System Operator,D,Demand,22190,megawatthours
2023-03-01T12,CISO,California Independent System Operator,D,Demand,21834,megawatthours
2023-03-01T13,CISO,California Independent System Operator,D,Demand,21775,megawatthours
2023-03-01T14,CISO,California Independent System Operator,D,Demand,22065,megawatthours
2023-03-01T15,CISO,California Independent System Operator,D,Demand,23445,megawatthours
2023-03-01T16,CISO,California Independent System Operator,D,Demand,25741,megawatthours
2023-03-01T17,CISO,California Independent System Operator,D,Demand,26625,megawatthours
2023-03-01T18,CISO,California Independent System Operator,D,Demand,25971,megawatthours
2023-03-01T19,CISO,California Independent System Operator,D,Demand,24510,megawatthours
2023-03-01T20,CISO,California Independent System Operator,D,Demand,23174,megawatthours
2023-03-01T21,CISO,California Independent System Operator,D,Demand,22801,megawatthours
2023-03-01T22,CISO,California Independent System Operator,D,Demand,22314,megawatthours
2023-03-01T23,CISO,California Independent System Operator,D,Demand,21464,megawatthours
2023-03-02T00,CISO,California Independent System Operator,D,Demand,21475,megawatthours
2023-03-02T01,CISO,California Independent System Operator,D,Demand,22242,megawatthours
2023-03-02T02,CISO,California Independent System Operator,D,Demand,23924,megawatthours
2023-03-02T03,CISO,California Independent System Operator,D,Demand,26562,megawatthours
2023-03-02T04,CISO,California Independent System Operator,D,Demand,28627,megawatthours
2023-03-02T05,CISO,California Independent System Operator,D,Demand,28688,megawatthours
2023-03-02T06,CISO,California Independent System Operator,D,Demand,28159,megawatthours
2023-03-02T07,CISO,California Independent System Operator,D,Demand,27430,megawatthours
2023-03-02T08,CISO,California Independent System Operator,D,Demand,25881,megawatthours
2023-03-02T09,CISO,California Independent System Operator,D,Demand,24842,megawatthours
2023-03-02T10,CISO,California Independent System Operator,D,Demand,23927,megawatthours
2023-03-02T11,CISO,California Independent System Operator,D,Demand,23207,megawatthours
2023-03-02T12,CISO,California Independent System Operator,D,Demand,22646,megawatthours
2023-03-02T13,CISO,California Independent System Operator,D,Demand,22585,megawatthours
2023-03-02T14,CISO,California Independent System Operator,D,Demand,23127,megawatthours
2023-03-02T15,CISO,California Independent System Operator,D,Demand,24775,megawatthours
2023-03-02T16,CISO,California Independent System Operator,D,Demand,26858,megawatthours
2023-03-02T17,CISO,California Independent System Operator,D,Demand,26619,megawatthours
2023-03-02T18,CISO,California Independent System Operator,D,Demand,24767,megawatthours
2023-03-02T19,CISO,California Independent System Operator,D,Demand,22696,megawatthours
2023-03-02T20,CISO,California Independent System Operator,D,Demand,21102,megawatthours
2023-03-02T21,CISO,California Independent System Operator,D,Demand,20595,megawatthours
2023-03-02T22,CISO,California Independent System Operator,D,Demand,20292,megawatthours
2023-03-02T23,CISO,California Independent System Operator,D,Demand,20255,megawatthours
2023-03-03T00,CISO,California Independent System Operator,D,Demand,19903,megawatthours
2023-03-03T01,CISO,California Independent System Operator,D,Demand,20607,megawatthours
2023-03-03T02,CISO,California Independent System Operator,D,Demand,21977,megawatthours
2023-03-03T03,CISO,California Independent System Operator,D,Demand,24974,megawatthours
2023-03-03T04,CISO,California Independent System Operator,D,Demand,27169,megawatthours
2023-03-03T05,CISO,California Independent System Operator,D,Demand,27236,megawatthours
2023-03-03T06,CISO,California Independent System Operator,D,Demand,26854,megawatthours
2023-03-03T07,CISO,California Independent System Operator,D,Demand,26226,megawatthours
2023-03-03T08,CISO,California Independent System Operator,D,Demand,24789,megawatthours
2023-03-03T09,CISO,California Independent System Operator,D,Demand,23423,megawatthours
2023-03-03T10,CISO,California Independent System Operator,D,Demand,22711,megawatthours
2023-03-03T11,CISO,California Independent System Operator,D,Demand,22281,megawatthours
2023-03-03T12,CISO,California Independent System Operator,D,Demand,22018,megawatthours
2023-03-03T13,CISO,California Independent System Operator,D,Demand,22024,megawatthours
2023-03-03T14,CISO,California Independent System Operator,D,Demand,22135,megawatthours
2023-03-03T15,CISO,California Independent System Operator,D,Demand,23683,megawatthours
2023-03-03T16,CISO,California Independent System Operator,D,Demand,25652,megawatthours
2023-03-03T17,CISO,California Independent System Operator,D,Demand,26109,megawatthours
2023-03-03T18,CISO,California Independent System Operator,D,Demand,24788,megawatthours
2023-03-03T19,CISO,California Independent System Operator,D,Demand,22560,megawatthours
2023-03-03T20,CISO,California Independent System Operator,D,Demand,20871,megawatthours
2023-03-03T21,CISO,California Independent System Operator,D,Demand,19803,megawatthours
2023-03-03T22,CISO,California Independent System Operator,D,Demand,18882,megawatthours
2023-03-03T23,CISO,California Independent System Operator,D,Demand,18522,megawatthours
2023-03-04T00,CISO,California Independent System Operator,D,Demand,19259,megawatthours
2023-03-04T01,CISO,California Independent System Operator,D,Demand,20325,megawatthours
2023-03-04T02,CISO,California Independent System Operator,D,Demand,21975,megawatthours
2023-03-04T03,CISO,California Independent System Operator,D,Demand,24322,megawatthours
2023-03-04T04,CISO,California Independent System Operator,D,Demand,26166,megawatthours
2023-03-04T05,CISO,California Independent System Operator,D,Demand,26215,megawatthours
2023-03-04T06,CISO,California Independent System Operator,D,Demand,25735,megawatthours
2023-03-04T07,CISO,California Independent System Operator,D,Demand,25224,megawatthours
2023-03-04T08,CISO,California Independent System Operator,D,Demand,24225,megawatthours
2023-03-04T09,CISO,California Independent System Operator,D,Demand,23008,megawatthours
2023-03-04T10,CISO,California Independent System Operator,D,Demand,22338,megawatthours
2023-03-04T11,CISO,California Independent System Operator,D,Demand,21674,megawatthours
2023-03-04T12,CISO,California Independent System Operator,D,Demand,21382,megawatthours
2023-03-04T13,CISO,California Independent System Operator,D,Demand,21106,megawatthours
2023-03-04T14,CISO,California Independent System Operator,D,Demand,21219,megawatthours
2023-03-04T15,CISO,California Independent System Operator,D,Demand,21705,megawatthours
2023-03-04T16,CISO,California Independent System Operator,D,Demand,22390,megawatthours
2023-03-04T17,CISO,California Independent System Operator,D,Demand,22189,megawatthours
2023-03-04T18,CISO,California Independent System Operator,D,Demand,22693,megawatthours
2023-03-04T19,CISO,California Independent System Operator,D,Demand,22055,megawatthours
2023-03-04T20,CISO,California Independent System Operator,D,Demand,23025,megawatthours
2023-03-04T21,CISO,California Independent System Operator,D,Demand,23106,megawatthours
2023-03-04T22,CISO,California Independent System Operator,D,Demand,21708,megawatthours
2023-03-04T23,CISO,California Independent System Operator,D,Demand,20057,megawatthours
2023-03-05T00,CISO,California Independent System Operator,D,Demand,18882,megawatthours
2023-03-05T01,CISO,California Independent System Operator,D,Demand,19148,megawatthours
2023-03-05T02,CISO,California Independent System Operator,D,Demand,21014,megawatthours
2023-03-05T03,CISO,California Independent System Operator,D,Demand,23637,megawatthours
2023-03-05T04,CISO,California Independent System Operator,D,Demand,25596,megawatthours
2023-03-05T05,CISO,California Independent System Operator,D,Demand,25701,megawatthours
2023-03-05T06,CISO,California Independent System Operator,D,Demand,25213,megawatthours
2023-03-05T07,CISO,California Independent System Operator,D,Demand,24687,megawatthours
2023-03-05T08,CISO,California Independent System Operator,D,Demand,23942,megawatthours
2023-03-05T09,CISO,California Independent System Operator,D,Demand,22995,megawatthours
2023-03-05T10,CISO,California Independent System Operator,D,Demand,22333,megawatthours
2023-03-05T11,CISO,California Independent System Operator,D,Demand,21591,megawatthours
2023-03-05T12,CISO,California Independent System Operator,D,Demand,21196,megawatthours
2023-03-05T13,CISO,California Independent System Operator,D,Demand,20897,megawatthours
2023-03-05T14,CISO,California Independent System Operator,D,Demand,20658,megawatthours
2023-03-05T15,CISO,California Independent System Operator,D,Demand,20940,megawatthours
2023-03-05T16,CISO,California Independent System Operator,D,Demand,21234,megawatthours
2023-03-05T17,CISO,California Independent System Operator,D,Demand,21609,megawatthours
2023-03-05T18,CISO,California Independent System Operator,D,Demand,20956,megawatthours
2023-03-05T19,CISO,California Independent System Operator,D,Demand,21204,megawatthours
2023-03-05T20,CISO,California Independent System Operator,D,Demand,21270,megawatthours
2023-03-05T21,CISO,California Independent System Operator,D,Demand,20664,megawatthours
2023-03-05T22,CISO,California Independent System Operator,D,Demand,20231,megawatthours
2023-03-05T23,CISO,California Independent System Operator,D,Demand,19747,megawatthours
2023-03-06T00,CISO,California Independent System Operator,D,Demand,19613,megawatthours
2023-03-06T01,CISO,California Independent System Operator,D,Demand,20592,megawatthours
2023-03-06T02,CISO,California Independent System Operator,D,Demand,21442,megawatthours
2023-03-06T03,CISO,California Independent System Operator,D,Demand,23919,megawatthours
2023-03-06T04,CISO,California Independent System Operator,D,Demand,26002,megawatthours
2023-03-06T05,CISO,California Independent System Operator,D,Demand,26103,megawatthours
2023-03-06T06,CISO,California Independent System Operator,D,Demand,25746,megawatthours
