period,respondent,respondent-name,type,type-name,value,value-units
2023-04-18T16,CISO,California Independent System Operator,D,Demand,24446,megawatthours
2023-04-18T17,CISO,California Independent System Operator,D,Demand,23934,megawatthours
2023-04-18T18,CISO,California Independent System Operator,D,Demand,22962,megawatthours
2023-04-18T19,CISO,California Independent System Operator,D,Demand,21599,megawatthours
2023-04-18T20,CISO,California Independent System Operator,D,Demand,20764,megawatthours
2023-04-18T21,CISO,California Independent System Operator,D,Demand,20217,megawatthours
2023-04-18T22,CISO,California Independent System Operator,D,Demand,20551,megawatthours
2023-04-18T23,CISO,California Independent System Operator,D,Demand,20119,megawatthours
2023-04-19T00,CISO,California Independent System Operator,D,Demand,19318,megawatthours
2023-04-19T01,CISO,California Independent System Operator,D,Demand,20102,megawatthours
2023-04-19T02,CISO,California Independent System Operator,D,Demand,21855,megawatthours
2023-04-19T03,CISO,California Independent System Operator,D,Demand,23640,megawatthours
2023-04-19T04,CISO,California Independent System Operator,D,Demand,25490,megawatthours
2023-04-19T05,CISO,California Independent System Operator,D,Demand,26067,megawatthours
2023-04-19T06,CISO,California Independent System Operator,D,Demand,25455,megawatthours
2023-04-19T07,CISO,California Independent System Operator,D,Demand,24152,megawatthours
2023-04-19T08,CISO,California Independent System Operator,D,Demand,22846,megawatthours
2023-04-19T09,CISO,California Independent System Operator,D,Demand,22061,megawatthours
2023-04-19T10,CISO,California Independent System Operator,D,Demand,21656,megawatthours
2023-04-19T11,CISO,California Independent System Operator,D,Demand,21339,megawatthours
2023-04-19T12,CISO,California Independent System Operator,D,Demand,21056,megawatthours
2023-04-19T13,CISO,California Independent System Operator,D,Demand,21153,megawatthours
2023-04-19T14,CISO,California Independent System Operator,D,Demand,22497,megawatthours
2023-04-19T15,CISO,California Independent System Operator,D,Demand,24206,megawatthours
2023-04-19T16,CISO,California Independent System Operator,D,Demand,24691,megawatthours
2023-04-19T17,CISO,California Independent System Operator,D,Demand,23719,megawatthours
2023-04-19T18,CISO,California Independent System Operator,D,Demand,22299,megawatthours
2023-04-19T19,CISO,California Independent System Operator,D,Demand,20630,megawatthours
2023-04-19T20,CISO,California Independent System Operator,D,Demand,19337,megawatthours
2023-04-19T21,CISO,California Independent System Operator,D,Demand,18584,megawatthours
2023-04-19T22,CISO,California Independent System Operator,D,Demand,18398,megawatthours
2023-04-19T23,CISO,California Independent System Operator,D,Demand,18700,megawatthours
2023-04-20T00,CISO,California Independent System Operator,D,Demand,18395,megawatthours
2023-04-20T01,CISO,California Independent System Operator,D,Demand,19557,megawatthours
2023-04-20T02,CISO,California Independent System Operator,D,Demand,21377,megawatthours
2023-04-20T03,CISO,California Independent System Operator,D,Demand,23222,megawatthours
2023-04-20T04,CISO,California Independent System Operator,D,Demand,25165,megawatthours
2023-04-20T05,CISO,California Independent System Operator,D,Demand,25793,megawatthours
2023-04-20T06,CISO,California Independent System Operator,D,Demand,25279,megawatthours
2023-04-20T07,CISO,California Independent System Operator,D,Demand,23942,megawatthours
2023-04-20T08,CISO,California Independent System Operator,D,Demand,22455,megawatthours
2023-04-20T09,CISO,California Independent System Operator,D,Demand,21676,megawatthours
2023-04-20T10,CISO,California Independent System Operator,D,Demand,21355,megawatthours
2023-04-20T11,CISO,California Independent System Operator,D,Demand,21271,megawatthours
2023-04-20T12,CISO,California Independent System Operator,D,Demand,21113,megawatthours
2023-04-20T13,CISO,California Independent System Operator,D,Demand,21206,megawatthours
2023-04-20T14,CISO,California Independent System Operator,D,Demand,22498,megawatthours
2023-04-20T15,CISO,California Independent System Operator,D,Demand,24154,megawatthours
2023-04-20T16,CISO,California Independent System Operator,D,Demand,24564,megawatthours
2023-04-20T17,CISO,California Independent System Operator,D,Demand,23561,megawatthours
2023-04-20T18,CISO,California Independent System Operator,D,Demand,22052,megawatthours
2023-04-20T19,CISO,California Independent System Operator,D,Demand,20770,megawatthours
2023-04-20T20,CISO,California Independent System Operator,D,Demand,20036,megawatthours
2023-04-20T21,CISO,California Independent System Operator,D,Demand,19614,megawatthours
2023-04-20T22,CISO,California Independent System Operator,D,Demand,19665,megawatthours
2023-04-20T23,CISO,California Independent System Operator,D,Demand,19888,megawatthours
2023-04-21T00,CISO,California Independent System Operator,D,Demand,20270,megawatthours
2023-04-21T01,CISO,California Independent System Operator,D,Demand,21358,megawatthours
2023-04-21T02,CISO,California Independent System Operator,D,Demand,22702,megawatthours
2023-04-21T03,CISO,California Independent System Operator,D,Demand,24134,megawatthours
2023-04-21T04,CISO,California Independent System Operator,D,Demand,25828,megawatthours
2023-04-21T05,CISO,California Independent System Operator,D,Demand,26174,megawatthours
2023-04-21T06,CISO,California Independent System Operator,D,Demand,25515,megawatthours
2023-04-21T07,CISO,California Independent System Operator,D,Demand,24144,megawatthours
2023-04-21T08,CISO,California Independent System Operator,D,Demand,22729,megawatthours
2023-04-21T09,CISO,California Independent System Operator,D,Demand,21774,megawatthours
2023-04-21T10,CISO,California Independent System Operator,D,Demand,21051,megawatthours
2023-04-21T11,CISO,California Independent System Operator,D,Demand,20611,megawatthours
2023-04-21T12,CISO,California Independent System Operator,D,Demand,20401,megawatthours
2023-04-21T13,CISO,California Independent System Operator,D,Demand,20713,megawatthours
2023-04-21T14,CISO,California Independent System Operator,D,Demand,21738,megawatthours
2023-04-21T15,CISO,California Independent System Operator,D,Demand,23152,megawatthours
2023-04-21T16,CISO,California Independent System Operator,D,Demand,23539,megawatthours
2023-04-21T17,CISO,California Independent System Operator,D,Demand,22577,megawatthours
2023-04-21T18,CISO,California Independent System Operator,D,Demand,22007,megawatthours
2023-04-21T19,CISO,California Independent System Operator,D,Demand,21405,megawatthours
2023-04-21T20,CISO,California Independent System Operator,D,Demand,21175,megawatthours
2023-04-21T21,CISO,California Independent System Operator,D,Demand,20694,megawatthours
2023-04-21T22,CISO,California Independent System Operator,D,Demand,20714,megawatthours
2023-04-21T23,CISO,California Independent System Operator,D,Demand,20834,megawatthours
2023-04-22T00,CISO,California Independent System Operator,D,Demand,21368,megawatthours
2023-04-22T01,CISO,California Independent System Operator,D,Demand,22264,megawatthours
2023-04-22T02,CISO,California Independent System Operator,D,Demand,23810,megawatthours
2023-04-22T03,CISO,California Independent System Operator,D,Demand,25483,megawatthours
2023-04-22T04,CISO,California Independent System Operator,D,Demand,26703,megawatthours
2023-04-22T05,CISO,California Independent System Operator,D,Demand,26810,megawatthours
2023-04-22T06,CISO,California Independent System Operator,D,Demand,26083,megawatthours
2023-04-22T07,CISO,California Independent System Operator,D,Demand,24692,megawatthours
2023-04-22T08,CISO,California Independent System Operator,D,Demand,23250,megawatthours
2023-04-22T09,CISO,California Independent System Operator,D,Demand,22052,megawatthours
2023-04-22T10,CISO,California Independent System Operator,D,Demand,21273,megawatthours
2023-04-22T11,CISO,California Independent System Operator,D,Demand,20711,megawatthours
2023-04-22T12,CISO,California Independent System Operator,D,Demand,20288,megawatthours
2023-04-22T13,CISO,California Independent System Operator,D,Demand,20049,megawatthours
2023-04-22T14,CISO,California Independent System Operator,D,Demand,20235,megawatthours
2023-04-22T15,CISO,California Independent System Operator,D,Demand,20421,megawatthours
2023-04-22T16,CISO,California Independent System Operator,D,Demand,20339,megawatthours
2023-04-22T17,CISO,California Independent System Operator,D,Demand,20126,megawatthours
2023-04-22T18,CISO,California Independent System Operator,D,Demand,19561,megawatthours
2023-04-22T19,CISO,California Independent System Operator,D,Demand,18527,megawatthours
2023-04-22T20,CISO,California Independent System Operator,D,Demand,17971,megawatthours
2023-04-22T21,CISO,California Independent System Operator,D,Demand,17699,megawatthours
2023-04-22T22,CISO,California Independent System Operator,D,Demand,17852,megawatthours
2023-04-22T23,CISO,California Independent System Operator,D,Demand,18305,megawatthours
2023-04-23T00,CISO,California Independent System Operator,D,Demand,19188,megawatthours
2023-04-23T01,CISO,California Independent System Operator,D,Demand,20398,megawatthours
2023-04-23T02,CISO,California Independent System Operator,D,Demand,22460,megawatthours
2023-04-23T03,CISO,California Independent System Operator,D,Demand,24266,megawatthours
2023-04-23T04,CISO,California Independent System Operator,D,Demand,25499,megawatthours
2023-04-23T05,CISO,California Independent System Operator,D,Demand,25700,megawatthours
2023-04-23T06,CISO,California Independent System Operator,D,Demand,24924,megawatthours
2023-04-23T07,CISO,California Independent System Operator,D,Demand,23817,megawatthours
2023-04-23T08,CISO,California Independent System Operator,D,Demand,22362,megawatthours
2023-04-23T09,CISO,California Independent System Operator,D,Demand,21461,megawatthours
2023-04-23T10,CISO,California Independent System Operator,D,Demand,20524,megawatthours
2023-04-23T11,CISO,California Independent System Operator,D,Demand,19913,megawatthours
2023-04-23T12,CISO,California Independent System Operator,D,Demand,19576,megawatthours
2023-04-23T13,CISO,California Independent System Operator,D,Demand,19210,megawatthours
2023-04-23T14,CISO,California Independent System Operator,D,Demand,19295,megawatthours
2023-04-23T15,CISO,California Independent System Operator,D,Demand,19275,megawatthours
2023-04-23T16,CISO,California Independent System Operator,D,Demand,18991,megawatthours
2023-04-23T17,CISO,California Independent System Operator,D,Demand,18733,megawatthours
2023-04-23T18,CISO,California Independent System Operator,D,Demand,17839,megawatthours
2023-04-23T19,CISO,California Independent System Operator,D,Demand,17141,megawatthours
2023-04-23T20,CISO,California Independent System Operator,D,Demand,16712,megawatthours
2023-04-23T21,CISO,California Independent System Operator,D,Demand,16380,megawatthours
2023-04-23T22,CISO,California Independent System Operator,D,Demand,16746,megawatthours
2023-04-23T23,CISO,California Independent System Operator,D,Demand,17109,megawatthours
2023-04-24T00,CISO,California Independent System Operator,D,Demand,18143,megawatthours
2023-04-24T01,CISO,California Independent System Operator,D,Demand,19523,megawatthours
2023-04-24T02,CISO,California Independent System Operator,D,Demand,21977,megawatthours
2023-04-24T03,CISO,California Independent System Operator,D,Demand,23990,megawatthours
2023-04-24T04,CISO,California Independent System Operator,D,Demand,25411,megawatthours
2023-04-24T05,CISO,California Independent System Operator,D,Demand,25820,megawatthours
2023-04-24T06,CISO,California Independent System Operator,D,Demand,25166,megawatthours
2023-04-24T07,CISO,California Independent System Operator,D,Demand,24205,megawatthours
2023-04-24T08,CISO,California Independent System Operator,D,Demand,22756,megawatthours
2023-04-24T09,CISO,California Independent System Operator,D,Demand,22208,megawatthours
2023-04-24T10,CISO,California Independent System Operator,D,Demand,21393,megawatthours
2023-04-24T11,CISO,California Independent System Operator,D,Demand,21029,megawatthours
2023-04-24T12,CISO,California Independent System Operator,D,Demand,20908,megawatthours
2023-04-24T13,CISO,California Independent System Operator,D,Demand,20662,megawatthours
2023-04-24T14,CISO,California Independent System Operator,D,Demand,21463,megawatthours
2023-04-24T15,CISO,California Independent System Operator,D,Demand,22722,megawatthours
2023-04-24T16,CISO,California Independent System Operator,D,Demand,23511,megawatthours
2023-04-24T17,CISO,California Independent System Operator,D,Demand,23503,megawatthours
2023-04-24T18,CISO,California Independent System Operator,D,Demand,22859,megawatthours
2023-04-24T19,CISO,California Independent System Operator,D,Demand,21900,megawatthours
2023-04-24T20,CISO,California Independent System Operator,D,Demand,21368,megawatthours
2023-04-24T21,CISO,California Independent System Operator,D,Demand,20602,megawatthours
2023-04-24T22,CISO,California Independent System Operator,D,Demand,19973,megawatthours
2023-04-24T23,CISO,California Independent System Operator,D,Demand,20035,megawatthours
2023-04-25T00,CISO,California Independent System Operator,D,Demand,20297,megawatthours
2023-04-25T01,CISO,California Independent System Operator,D,Demand,21476,megawatthours
2023-04-25T02,CISO,California Independent System Operator,D,Demand,23275,megawatthours
2023-04-25T03,CISO,California Independent System Operator,D,Demand,25031,megawatthours
2023-04-25T04,CISO,California Independent System Operator,D,Demand,26610,megawatthours
2023-04-25T05,CISO,California Independent System Operator,D,Demand,26928,megawatthours
2023-04-25T06,CISO,California Independent System Operator,D,Demand,26045,megawatthours
2023-04-25T07,CISO,California Independent System Operator,D,Demand,24452,megawatthours
2023-04-25T08,CISO,California Independent System Operator,D,Demand,22995,megawatthours
2023-04-25T09,CISO,California Independent System Operator,D,Demand,21914,megawatthours
2023-04-25T10,CISO,California Independent System Operator,D,Demand,21111,megawatthours
2023-04-25T11,CISO,California Independent System Operator,D,Demand,20901,megawatthours
2023-04-25T12,CISO,California Independent System Operator,D,Demand,20466,megawatthours
2023-04-25T13,CISO,California Independent System Operator,D,Demand,20721,megawatthours
2023-04-25T14,CISO,California Independent System Operator,D,Demand,21668,megawatthours
2023-04-25T15,CISO,California Independent System Operator,D,Demand,23155,megawatthours
2023-04-25T16,CISO,California Independent System Operator,D,Demand,23795,megawatthours
2023-04-25T17,CISO,California Independent System Operator,D,Demand,22993,megawatthours
2023-04-25T18,CISO,California Independent System Operator,D,Demand,22212,megawatthours
2023-04-25T19,CISO,California Independent System Operator,D,Demand,21616,megawatthours
2023-04-25T20,CISO,California Independent System Operator,D,Demand,20696,megawatthours
2023-04-25T21,CISO,California Independent System Operator,D,Demand,20063,megawatthours
2023-04-25T22,CISO,California Independent System Operator,D,Demand,20154,megawatthours
2023-04-25T23,CISO,California Independent System Operator,D,Demand,20042,megawatthours
2023-04-26T00,CISO,California Independent System Operator,D,Demand,20292,megawatthours
2023-04-26T01,CISO,California Independent System Operator,D,Demand,21956,megawatthours
2023-04-26T02,CISO,California Independent System Operator,D,Demand,23707,megawatthours
2023-04-26T03,CISO,California Independent System Operator,D,Demand,25427,megawatthours
2023-04-26T04,CISO,California Independent System Operator,D,Demand,26690,megawatthours
2023-04-26T05,CISO,California Independent System Operator,D,Demand,27038,megawatthours
2023-04-26T06,CISO,California Independent System Operator,D,Demand,26184,megawatthours
2023-04-26T07,CISO,California Independent System Operator,D,Demand,24634,megawatthours
2023-04-26T08,CISO,California Independent System Operator,D,Demand,23101,megawatthours
2023-04-26T09,CISO,California Independent System Operator,D,Demand,22177,megawatthours
2023-04-26T10,CISO,California Independent System Operator,D,Demand,21255,megawatthours
2023-04-26T11,CISO,California Independent System Operator,D,Demand,20729,megawatthours
2023-04-26T12,CISO,California Independent System Operator,D,Demand,20472,megawatthours
2023-04-26T13,CISO,California Independent System Operator,D,Demand,20737,megawatthours
2023-04-26T14,CISO,California Independent System Operator,D,Demand,21790,megawatthours
2023-04-26T15,CISO,California Independent System Operator,D,Demand,23185,megawatthours
2023-04-26T16,CISO,California Independent System Operator,D,Demand,23905,megawatthours
2023-04-26T17,CISO,California Independent System Operator,D,Demand,23629,megawatthours
2023-04-26T18,CISO,California Independent System Operator,D,Demand,22723,megawatthours
2023-04-26T19,CISO,California Independent System Operator,D,Demand,22071,megawatthours
2023-04-26T20,CISO,California Independent System Operator,D,Demand,21744,megawatthours
2023-04-26T21,CISO,California Independent System Operator,D,Demand,21540,megawatthours
2023-04-26T22,CISO,California Independent System Operator,D,Demand,21585,megawatthours
2023-04-26T23,CISO,California Independent System Operator,D,Demand,21982,megawatthours
2023-04-27T00,CISO,California Independent System Operator,D,Demand,22469,megawatthours
2023-04-27T01,CISO,California Independent System Operator,D,Demand,23921,megawatthours
2023-04-27T02,CISO,California Independent System Operator,D,Demand,25673,megawatthours
2023-04-27T03,CISO,California Independent System Operator,D,Demand,27552,megawatthours
2023-04-27T04,CISO,California Independent System Operator,D,Demand,28634,megawatthours
2023-04-27T05,CISO,California Independent System Operator,D,Demand,28439,megawatthours
2023-04-27T06,CISO,California Independent System Operator,D,Demand,27555,megawatthours
2023-04-27T07,CISO,California Independent System Operator,D,Demand,25903,megawatthours
2023-04-27T08,CISO,California Independent System Operator,D,Demand,23823,megawatthours
2023-04-27T09,CISO,California Independent System Operator,D,Demand,22703,megawatthours
2023-04-27T10,CISO,California Independent System Operator,D,Demand,22251,megawatthours
2023-04-27T11,CISO,California Independent System Operator,D,Demand,21909,megawatthours
2023-04-27T12,CISO,California Independent System Operator,D,Demand,21451,megawatthours
2023-04-27T13,CISO,California Independent System Operator,D,Demand,21491,megawatthours
2023-04-27T14,CISO,California Independent System Operator,D,Demand,22068,megawatthours
2023-04-27T15,CISO,California Independent System Operator,D,Demand,23358,megawatthours
2023-04-27T16,CISO,California Independent System Operator,D,Demand,24007,megawatthours
2023-04-27T17,CISO,California Independent System Operator,D,Demand,23844,megawatthours
2023-04-27T18,CISO,California Independent System Operator,D,Demand,23321,megawatthours
2023-04-27T19,CISO,California Independent System Operator,D,Demand,22698,megawatthours
2023-04-27T20,CISO,California Independent System Operator,D,Demand,22200,megawatthours
2023-04-27T21,CISO,California Independent System Operator,D,Demand,21940,megawatthours
2023-04-27T22,CISO,California Independent System Operator,D,Demand,22560,megawatthours
2023-04-27T23,CISO,California Independent System Operator,D,Demand,22914,megawatthours
2023-04-28T00,CISO,California Independent System Operator,D,Demand,23394,megawatthours
2023-04-28T01,CISO,California Independent System Operator,D,Demand,25127,megawatthours
2023-04-28T02,CISO,California Independent System Operator,D,Demand,27105,megawatthours
2023-04-28T03,CISO,California Independent System Operator,D,Demand,28575,megawatthours
2023-04-28T04,CISO,California Independent System Operator,D,Demand,29189,megawatthours
2023-04-28T05,CISO,California Independent System Operator,D,Demand,29067,megawatthours
2023-04-28T06,CISO,California Independent System Operator,D,Demand,28048,megawatthours
2023-04-28T07,CISO,California Independent System Operator,D,Demand,26048,megawatthours
2023-04-28T08,CISO,California Independent System Operator,D,Demand,24155,megawatthours
2023-04-28T09,CISO,California Independent System Operator,D,Demand,23282,megawatthours
2023-04-28T10,CISO,California Independent System Operator,D,Demand,22446,megawatthours
2023-04-28T11,CISO,California Independent System Operator,D,Demand,21916,megawatthours
2023-04-28T12,CISO,California Independent System Operator,D,Demand,21679,megawatthours
2023-04-28T13,CISO,California Independent System Operator,D,Demand,21764,megawatthours
2023-04-28T14,CISO,California Independent System Operator,D,Demand,22352,megawatthours
2023-04-28T15,CISO,California Independent System Operator,D,Demand,23501,megawatthours
2023-04-28T16,CISO,California Independent System Operator,D,Demand,24490,megawatthours
2023-04-28T17,CISO,California Independent System Operator,D,Demand,24313,megawatthours
2023-04-28T18,CISO,California Independent System Operator,D,Demand,23866,megawatthours
2023-04-28T19,CISO,California Independent System Operator,D,Demand,23034,megawatthours
2023-04-28T20,CISO,California Independent System Operator,D,Demand,22515,megawatthours
2023-04-28T21,CISO,California Independent System Operator,D,Demand,22101,megawatthours
2023-04-28T22,CISO,California Independent System Operator,D,Demand,22235,megawatthours
2023-04-28T23,CISO,California Independent System Operator,D,Demand,22642,megawatthours
2023-04-29T00,CISO,California Independent System Operator,D,Demand,23789,megawatthours
2023-04-29T01,CISO,California Independent System Operator,D,Demand,25272,megawatthours
2023-04-29T02,CISO,California Independent System Operator,D,Demand,26780,megawatthours
2023-04-29T03,CISO,California Independent System Operator,D,Demand,28335,megawatthours
2023-04-29T04,CISO,California Independent System Operator,D,Demand,29095,megawatthours
2023-04-29T05,CISO,California Independent System Operator,D,Demand,28873,megawatthours
2023-04-29T06,CISO,California Independent System Operator,D,Demand,27777,megawatthours
2023-04-29T07,CISO,California Independent System Operator,D,Demand,26250,megawatthours
2023-04-29T08,CISO,California Independent System Operator,D,Demand,24417,megawatthours
2023-04-29T09,CISO,California Independent System Operator,D,Demand,23078,megawatthours
2023-04-29T10,CISO,California Independent System Operator,D,Demand,22036,megawatthours
2023-04-29T11,CISO,California Independent System Operator,D,Demand,21229,megawatthours
2023-04-29T12,CISO,California Independent System Operator,D,Demand,20919,megawatthours
2023-04-29T13,CISO,California Independent System Operator,D,Demand,20714,megawatthours
2023-04-29T14,CISO,California Independent System Operator,D,Demand,20729,megawatthours
2023-04-29T15,CISO,California Independent System Operator,D,Demand,20823,megawatthours
2023-04-29T16,CISO,California Independent System Operator,D,Demand,21126,megawatthours
2023-04-29T17,CISO,California Independent System Operator,D,Demand,21374,megawatthours
2023-04-29T18,CISO,California Independent System Operator,D,Demand,20635,megawatthours
2023-04-29T19,CISO,California Independent System Operator,D,Demand,19780,megawatthours
2023-04-29T20,CISO,California Independent System Operator,D,Demand,19037,megawatthours
2023-04-29T21,CISO,California Independent System Operator,D,Demand,18937,megawatthours
2023-04-29T22,CISO,California Independent System Operator,D,Demand,19232,megawatthours
2023-04-29T23,CISO,California Independent System Operator,D,Demand,19718,megawatthours
2023-04-30T00,CISO,California Independent System Operator,D,Demand,20735,megawatthours
2023-04-30T01,CISO,California Independent System Operator,D,Demand,22311,megawatthours
2023-04-30T02,CISO,California Independent System Operator,D,Demand,24369,megawatthours
2023-04-30T03,CISO,California Independent System Operator,D,Demand,25991,megawatthours
2023-04-30T04,CISO,California Independent System Operator,D,Demand,26660,megawatthours
2023-04-30T05,CISO,California Independent System Operator,D,Demand,26590,megawatthours
2023-04-30T06,CISO,California Independent System Operator,D,Demand,25725,megawatthours
2023-04-30T07,CISO,California Independent System Operator,D,Demand,24513,megawatthours
2023-04-30T08,CISO,California Independent System Operator,D,Demand,23100,megawatthours
2023-04-30T09,CISO,California Independent System Operator,D,Demand,22056,megawatthours
2023-04-30T10,CISO,California Independent System Operator,D,Demand,21038,megawatthours
2023-04-30T11,CISO,California Independent System Operator,D,Demand,20512,megawatthours
2023-04-30T12,CISO,California Independent System Operator,D,Demand,20410,megawatthours
2023-04-30T13,CISO,California Independent System Operator,D,Demand,20479,megawatthours
2023-04-30T14,CISO,California Independent System Operator,D,Demand,20761,megawatthours
2023-04-30T15,CISO,California Independent System Operator,D,Demand,20647,megawatthours
2023-04-30T16,CISO,California Independent System Operator,D,Demand,20586,megawatthours
2023-04-30T17,CISO,California Independent System Operator,D,Demand,20284,megawatthours
2023-04-30T18,CISO,California Independent System Operator,D,Demand,19644,megawatthours
2023-04-30T19,CISO,California Independent System Operator,D,Demand,19071,megawatthours
2023-04-30T20,CISO,California Independent System Operator,D,Demand,18066,megawatthours
2023-04-30T21,CISO,California Independent System Operator,D,Demand,17183,megawatthours
2023-04-30T22,CISO,California Independent System Operator,D,Demand,17222,megawatthours
2023-04-30T23,CISO,California Independent System Operator,D,Demand,17329,megawatthours
2023-05-01T00,CISO,California Independent System Operator,D,Demand,18013,megawatthours
2023-05-01T01,CISO,California Independent System Operator,D,Demand,19918,megawatthours
2023-05-01T02,CISO,California Independent System Operator,D,Demand,22340,megawatthours
2023-05-01T03,CISO,California Independent System Operator,D,Demand,23853,megawatthours
2023-05-01T04,CISO,California Independent System Operator,D,Demand,24943,megawatthours
2023-05-01T05,CISO,California Independent System Operator,D,Demand,25309,megawatthours
2023-05-01T06,CISO,California Independent System Operator,D,Demand,24788,megawatthours
2023-05-01T07,CISO,California Independent System Operator,D,Demand,23521,megawatthours
2023-05-01T08,CISO,California Independent System Operator,D,Demand,22310,megawatthours
2023-05-01T09,CISO,California Independent System Operator,D,Demand,22096,megawatthours
2023-05-01T10,CISO,California Independent System Operator,D,Demand,21376,megawatthours
2023-05-01T11,CISO,California Independent System Operator,D,Demand,20830,megawatthours
2023-05-01T12,CISO,California Independent System Operator,D,Demand,20659,megawatthours
2023-05-01T13,CISO,California Independent System Operator,D,Demand,20391,megawatthours
2023-05-01T14,CISO,California Independent System Operator,D,Demand,21319,megawatthours
2023-05-01T15,CISO,California Independent System Operator,D,Demand,22912,megawatthours
2023-05-01T16,CISO,California Independent System Operator,D,Demand,24652,megawatthours
2023-05-01T17,CISO,California Independent System Operator,D,Demand,24965,megawatthours
2023-05-01T18,CISO,California Independent System Operator,D,Demand,24895,megawatthours
2023-05-01T19,CISO,California Independent System Operator,D,Demand,24907,megawatthours
2023-05-01T20,CISO,California Independent System Operator,D,Demand,24393,megawatthours
2023-05-01T21,CISO,California Independent System Operator,D,Demand,23572,megawatthours
2023-05-01T22,CISO,California Independent System Operator,D,Demand,23303,megawatthours
2023-05-01T23,CISO,California Independent System Operator,D,Demand,22556,megawatthours
2023-05-02T00,CISO,California Independent System Operator,D,Demand,22510,megawatthours
2023-05-02T01,CISO,California Independent System Operator,D,Demand,22965,megawatthours
2023-05-02T02,CISO,California Independent System Operator,D,Demand,23896,megawatthours
2023-05-02T03,CISO,California Independent System Operator,D,Demand,24848,megawatthours
2023-05-02T04,CISO,California Independent System Operator,D,Demand,25884,megawatthours
2023-05-02T05,CISO,California Independent System Operator,D,Demand,26284,megawatthours
2023-05-02T06,CISO,California Independent System Operator,D,Demand,25701,megawatthours
2023-05-02T07,CISO,California Independent System Operator,D,Demand,24313,megawatthours
2023-05-02T08,CISO,California Independent System Operator,D,Demand,22801,megawatthours
2023-05-02T09,CISO,California Independent System Operator,D,Demand,22007,megawatthours
2023-05-02T10,CISO,California Independent System Operator,D,Demand,21305,megawatthours
2023-05-02T11,CISO,California Independent System Operator,D,Demand,21086,megawatthours
2023-05-02T12,CISO,California Independent System Operator,D,Demand,21040,megawatthours
2023-05-02T13,CISO,California Independent System Operator,D,Demand,21159,megawatthours
2023-05-02T14,CISO,California Independent System Operator,D,Demand,22240,megawatthours
2023-05-02T15,CISO,California Independent System Operator,D,Demand,23783,megawatthours
2023-05-02T16,CISO,California Independent System Operator,D,Demand,24495,megawatthours
2023-05-02T17,CISO,California Independent System Operator,D,Demand,24124,megawatthours
2023-05-02T18,CISO,California Independent System Operator,D,Demand,23713,megawatthours
2023-05-02T19,CISO,California Independent System Operator,D,Demand,23482,megawatthours
2023-05-02T20,CISO,California Independent System Operator,D,Demand,23114,megawatthours
2023-05-02T21,CISO,California Independent System Operator,D,Demand,22592,megawatthours
2023-05-02T22,CISO,California Independent System Operator,D,Demand,21996,megawatthours
2023-05-02T23,CISO,California Independent System Operator,D,Demand,21364,megawatthours
2023-05-03T00,CISO,California Independent System Operator,D,Demand,21606,megawatthours
2023-05-03T01,CISO,California Independent System Operator,D,Demand,22066,megawatthours
2023-05-03T02,CISO,California Independent System Operator,D,Demand,23075,megawatthours
2023-05-03T03,CISO,California Independent System Operator,D,Demand,24024,megawatthours
2023-05-03T04,CISO,California Independent System Operator,D,Demand,25641,megawatthours
2023-05-03T05,CISO,California Independent System Operator,D,Demand,26376,megawatthours
2023-05-03T06,CISO,California Independent System Operator,D,Demand,25846,megawatthours
2023-05-03T07,CISO,California Independent System Operator,D,Demand,24357,megawatthours
2023-05-03T08,CISO,California Independent System Operator,D,Demand,22868,megawatthours
2023-05-03T09,CISO,California Independent System Operator,D,Demand,22177,megawatthours
2023-05-03T10,CISO,California Independent System Operator,D,Demand,21516,megawatthours
2023-05-03T11,CISO,California Independent System Operator,D,Demand,21012,megawatthours
2023-05-03T12,CISO,California Independent System Operator,D,Demand,20899,megawatthours
2023-05-03T13,CISO,California Independent System Operator,D,Demand,21375,megawatthours
2023-05-03T14,CISO,California Independent System Operator,D,Demand,22459,megawatthours
2023-05-03T15,CISO,California Independent System Operator,D,Demand,24012,megawatthours
2023-05-03T16,CISO,California Independent System Operator,D,Demand,24684,megawatthours
2023-05-03T17,CISO,California Independent System Operator,D,Demand,24410,megawatthours
2023-05-03T18,CISO,California Independent System Operator,D,Demand,23376,megawatthours
2023-05-03T19,CISO,California Independent System Operator,D,Demand,22470,megawatthours
2023-05-03T20,CISO,California Independent System Operator,D,Demand,21866,megawatthours
2023-05-03T21,CISO,California Independent System Operator,D,Demand,21822,megawatthours
2023-05-03T22,CISO,California Independent System Operator,D,Demand,21955,megawatthours
2023-05-03T23,CISO,California Independent System Operator,D,Demand,21533,megawatthours
2023-05-04T00,CISO,California Independent System Operator,D,Demand,21675,megawatthours
2023-05-04T01,CISO,California Independent System Operator,D,Demand,22607,megawatthours
2023-05-04T02,CISO,California Independent System Operator,D,Demand,23648,megawatthours
2023-05-04T03,CISO,California Independent System Operator,D,Demand,24587,megawatthours
2023-05-04T04,CISO,California Independent System Operator,D,Demand,25839,megawatthours
2023-05-04T05,CISO,California Independent System Operator,D,Demand,26470,megawatthours
2023-05-04T06,CISO,California Independent System Operator,D,Demand,25862,megawatthours
2023-05-04T07,CISO,California Independent System Operator,D,Demand,24330,megawatthours
2023-05-04T08,CISO,California Independent System Operator,D,Demand,23099,megawatthours
